,id,name,start_date_local,type,distance,moving_time,elapsed_time,total_elevation_gain,end_latlng,external_id
152,3352846279,Мск,2020-04-25T19:25:00Z,Ride,47381.1,9216,12215,298.7,"[55.638471, 37.698279]",C978AC89-4FDB-4DF5-80ED-1B549DAC8874-activity.fit
153,3299610228,Ночной велозаезд в твой дом ,2020-04-14T21:24:58Z,Ride,16086.0,3272,8097,118.7,"[55.637682, 37.698057]",D419EE42-B740-4EF8-80FA-270A2224162A-activity.fit
154,3294963616,Домой из подмосковья,2020-04-13T17:29:17Z,Ride,81307.3,14884,17142,267.3,"[55.637558, 37.698629]",53BDC844-30B7-457F-BC14-C9DD1BC638F1-activity.fit
155,3293679551,Дневной велозаезд,2020-04-13T17:05:01Z,Ride,6285.2,1230,1435,53.6,"[55.58908, 37.727684]",785B1A85-84D6-4C9B-8D0C-C21AF4BFCE28-activity.fit
156,3291032986,Вечерний велозаезд до совхоза в твой дом,2020-04-12T19:04:47Z,Ride,8649.1,1702,16113,69.0,"[55.636276, 37.697281]",A07645C5-3CD6-4597-98E0-AB94ABCC2C1F-activity.fit
157,3289923068,Вечерний велозаезд устал до коломенской и обратно,2020-04-10T18:31:47Z,Ride,10700.2,2202,174761,48.6,"[55.63479, 37.699849]",4CC98206-5D31-466C-BAA1-1E40CBB74D02-activity.fit
158,3276889290,Мск,2020-04-09T18:42:50Z,Ride,54711.1,10238,12047,398.8,"[55.637425, 37.698087]",FE594B46-FDD9-4F08-B25C-35D05228CB21-activity.fit
159,3268765088,"Из области в город (часть 1, не записалась) ",2020-04-08T00:10:00Z,Ride,35600.0,9000,9000,336.0,,
160,3268178196,Из области в город (часть 2),2020-04-07T20:16:32Z,Ride,22813.0,4774,6632,183.4,"[55.637475, 37.699049]",9B9BF0E5-CA9F-4C18-AB58-E98B992C1A1B-activity.fit
161,3266876760,Из города,2020-04-07T18:06:20Z,Ride,6429.8,1234,1514,60.2,"[55.585486, 37.740762]",31ED05F9-ABC0-4218-8896-CA5124BE07A9-activity.fit
162,3228481579,Мск,2020-03-28T16:37:52Z,Ride,54539.1,10770,14229,452.2,"[55.637336, 37.699157]",DE46A8C9-E1B4-4111-B6CB-154FE7C0E61B-activity.fit
163,3220537657,Мск,2020-03-26T14:53:06Z,Ride,53861.0,12844,16817,560.8,"[55.637617, 37.698358]",7D3B5327-05BA-40D1-A31B-D9DD7092E9A8-activity.fit
164,3219330439,Metro - Ашан - Оби - Ашан,2020-03-26T08:16:08Z,Ride,20125.5,4995,15684,222.1,"[55.636137, 37.697106]",85FA870C-2D53-45A8-91FA-04574E820306-activity.fit
165,3217302009,Вечерний велозаезд до магазина за штуками,2020-03-25T18:53:19Z,Ride,21386.0,4739,6403,177.2,"[55.638712, 37.697473]",C0E2AC9D-3EB1-4A9A-A5A5-5E20A3027ECE-activity.fit
166,3194809680,Дневной велозаезд до магазина на ЗИЛе и обратно,2020-03-18T17:10:27Z,Ride,25311.0,6306,11658,215.0,"[55.638402, 37.701532]",B5EDACB7-BA59-4122-A4D6-602D11BF9909-activity.fit
167,3191435423,Дневной велозаезд в мерлен и обратно,2020-03-17T17:08:05Z,Ride,23121.3,5138,7941,209.4,"[55.638245, 37.697417]",1B880BC7-7832-4E25-A327-CF06F301F3D2-activity.fit
168,3189030860,Вечерний велозаезд по шоссе домой холодно,2020-03-16T20:22:28Z,Ride,10428.4,2459,2752,70.1,"[55.638706, 37.696337]",3AE67AD5-4E63-4AFC-BDB5-A66443E9CAA3-activity.fit
169,3188463043,Дневной велозаезд по шоссе в мск,2020-03-16T16:09:35Z,Ride,10163.7,2994,3702,99.3,"[55.676158, 37.56906]",9A8CFBB1-EF46-4C51-8644-11F475590957-activity.fit
170,3169486618,Ночной велозаезд по парку вдоль пруда ,2020-03-09T23:11:16Z,Ride,7689.6,2561,2734,67.3,"[55.639007, 37.695642]",9319B355-D168-4F38-B003-AFF3360478AF-activity.fit
171,3169486647,Ночной велозаезд вдоль пруда,2020-03-06T23:56:04Z,Ride,16371.7,4809,5152,158.2,"[55.637284, 37.698019]",6829DA33-22AA-4E77-BCAA-B87B575F9E19-activity.fit
172,3060272381,Ночной велозаезд по пруду,2020-02-01T00:01:19Z,Ride,6352.0,3046,4281,57.2,"[55.637672, 37.697937]",0E749315-2255-45E4-8551-B1DCD5D7B20E-activity.fit
173,3054923512,Ночной велозаезд вдоль пруда,2020-01-29T23:49:04Z,Ride,8859.8,3401,4208,93.4,"[55.637749, 37.69812]",D2A79355-412D-4851-BD4F-58B90220D577-activity.fit
174,3052043091,Ночной велозаезд по парку до оврага,2020-01-28T23:53:20Z,Ride,6826.4,3409,4906,41.1,"[55.640297, 37.698843]",4EB8061C-EF0A-4A24-9674-0BD68B7F3CD8-activity.fit
175,3031957817,Ночной велозаезд по парку,2020-01-22T00:01:58Z,Ride,8430.9,2299,2299,89.2,"[55.635878, 37.697075]",C83833B5-54BE-4BFC-9186-FAE2AAB48959-activity.fit
176,3028852355,Ночной велозаезд по Царицынскому парку,2020-01-20T22:56:19Z,Ride,5401.8,1727,1950,53.6,"[55.639546, 37.694474]",A1BFA2CD-7E1F-4362-AF98-0D45E0D4C46D-activity.fit
177,2974716576,Вдоль канала,2020-01-02T09:40:50Z,Ride,11369.7,3870,4968,65.7,"[55.953318, 37.51125]",92F73913-A7F7-4A1D-A1E4-2DB3666DA252-activity.fit
178,2871583688,Одинцово - Переделкино - Сколково ,2019-11-17T15:13:13Z,Ride,19928.3,4851,5358,199.9,"[55.698414, 37.346212]",29C33444-B8B2-4541-9F5B-228DBE405126
179,2865968946,Сокольники - Лосиный остров 💨,2019-11-15T09:42:05Z,Ride,29275.3,6861,8718,201.3,"[55.862637, 37.682948]",1CB34228-4F40-4771-94AF-0158B428FF67
180,2862076096,Дневной велозаезд,2019-11-13T16:26:06Z,Ride,5624.0,1967,2282,36.3,"[55.745645, 37.626642]",01A7DEE4-83E7-4175-BF80-035FF18CAD6C
181,2856693945,Утренний велозаезд,2019-11-11T09:01:32Z,Ride,7001.7,1987,2102,65.2,"[55.637338, 37.699127]",E0E13C8F-565D-44A7-BB50-E2F0EC033AA8
182,2850054692,Дневной велозаезд,2019-11-08T16:55:32Z,Ride,5586.3,1716,4805,67.2,"[55.747539, 37.625588]",CE800EB4-151A-4F08-A060-42174CA6FC1D
183,2841279557,Ночной велозаезд,2019-11-04T22:57:48Z,Ride,9584.7,979,2145,45.8,"[55.693979, 37.664486]",52EBB519-32F8-451C-8F07-5984B7A211AF
184,2821569109,Дневной велозаезд,2019-10-27T16:43:51Z,Ride,6460.9,1553,6769,90.0,"[56.257146, 37.999363]",B98A6336-2FDE-4B93-A966-AEAA32B352FA
185,2818323982,Дневной велозаезд,2019-10-26T15:11:37Z,Ride,27027.0,6657,8433,236.5,"[55.740826, 37.62834]",5305241A-80EF-414C-A934-6982D3D25421
186,2798690322,Вечерний велозаезд,2019-10-18T20:10:03Z,Ride,9769.3,2499,3030,89.1,"[55.745759, 37.626566]",905B3660-D8CA-434C-88BC-6D8E3758ADA0
187,2759832356,Вербилки - Абрамцево,2019-10-03T10:51:27Z,Ride,70905.8,15837,25630,687.0,"[56.233431, 37.984424]",39F00ECD-2A63-4B6F-B351-EF4C9A90BCA7
188,2757774078,Вечерний велозаезд,2019-10-02T20:41:13Z,Ride,6510.2,1841,2053,68.9,"[55.638007, 37.696676]",DF335F93-DB39-4F6B-9F07-97C6025C1F51
189,2750706348,Ночной велозаезд,2019-09-29T23:29:39Z,Ride,4220.3,1400,4787,31.0,"[55.636076, 37.697118]",1767A3DC-2308-4064-8B6A-40CB6C3798BE
190,2702598567,Кимры - Конаково,2019-09-12T09:52:19Z,Ride,109598.0,23651,38022,390.7,"[56.716457, 36.788622]",1AFFF939-14B5-4770-BB8F-0727A7964732
191,2696542680,Куровское - Коломна,2019-09-10T15:28:16Z,Ride,73665.2,11754,13977,540.9,"[55.142866, 38.787496]",30028E2F-95D4-4EB0-B705-0180A891B999
192,2685114999,Волоколамск - Руза - Кубинка,2019-09-06T13:39:25Z,Ride,104322.0,19017,22082,764.6,"[55.578859, 36.636367]",9FD6856B-9486-4BAC-962C-F7AE85EB5766
193,2679912537,Дневной велозаезд,2019-09-03T12:27:44Z,Ride,11195.5,2345,3030,101.9,"[55.760646, 37.631615]",49C99D6B-0368-46B2-9583-052EF2ED58ED
194,2668267617,Зубцов - Старица - Тверь,2019-08-31T13:15:33Z,Ride,135473.0,23328,27712,638.3,"[56.836871, 35.893773]",1322B7DA-D850-49CE-8290-973F45831D9F
195,2637889030,Дневной велозаезд,2019-08-21T12:32:24Z,Ride,17106.2,3474,4538,173.1,"[55.637209, 37.699412]",1E819712-E90D-4F8B-8128-D55334670FE6
196,2635406950,Ночной велозаезд,2019-08-19T21:08:06Z,Ride,13118.5,2850,7299,78.7,"[55.636341, 37.697219]",7454351F-77B8-4495-868F-D421BCC284DB
197,2621450093,Берендеево - Переславль - Плещеево озеро,2019-08-15T10:05:47Z,Ride,91234.7,20442,29318,604.1,"[56.59806, 39.024077]",42AFBDB2-5BCD-424E-B161-AF0AFFF169EB
198,2613006088,Вечерний велозаезд,2019-08-12T19:08:33Z,Ride,11040.8,2623,3161,110.8,"[55.761544, 37.633186]",8DD9AA66-B85F-445B-985D-236D831E0B54
199,2609640020,Малоярославец - Обнинск - Серпухов,2019-08-11T09:07:56Z,Ride,101755.0,17336,22862,669.0,"[54.934777, 37.45199]",A268D851-2CE9-4FAB-B87C-F0A21EF173FB
200,2608473354,Замер времени от Мцк до Киевского ,2019-08-11T06:16:57Z,Ride,591.7,33,1294,0.0,"[55.741536, 37.560394]",EB412D96-2B82-4914-A65E-6782A173B0F2
201,2596559081,Ночной велозаезд,2019-08-06T21:03:46Z,Ride,5128.4,1383,2513,40.4,"[55.639464, 37.699366]",22187328-5D76-4D94-9BB4-27725618651E
202,2593929461,Ночной велозаезд,2019-08-05T23:10:42Z,Ride,3816.6,975,992,39.2,"[55.637025, 37.695489]",3C40D31B-4030-4E5E-9F32-C927E83563B7
203,2591109123,Раменское - DME и окрестности ,2019-08-04T17:08:31Z,Ride,58696.4,12090,15687,439.2,"[55.416211, 37.89575]",5426FD95-1170-4179-9579-2F522796801F
204,2587760368,Вечерний велозаезд,2019-08-03T19:54:18Z,Ride,14119.7,2784,6689,116.7,"[55.637227, 37.699756]",0DC1CD3B-D21D-4A23-B22E-21EA1D82CDD8
205,2584159647,Дневной велозаезд,2019-08-02T16:19:42Z,Ride,11945.5,2323,2583,127.6,"[55.760568, 37.619163]",2DF8F9D4-7C1D-482A-A830-1B62A6120506
206,2578522835,Сильнейший встречный ветер - поставил велосипед и поехал на общ транспорте,2019-07-31T16:24:58Z,Ride,6748.0,1589,1879,40.6,"[55.723955, 37.60471]",E1CF4580-323F-43FE-BF38-7FCC547470F4
207,2573327921,Вечерний велозаезд,2019-07-29T19:06:38Z,Ride,10802.4,2738,3900,86.5,"[55.747226, 37.626229]",494E04DC-F369-4602-AC87-D56973D1E6EB
208,2570446118,Серпухов - Ступино,2019-07-28T12:52:25Z,Ride,78975.1,15704,20265,635.7,"[54.869485, 38.141299]",F62BDBC2-CFEC-45ED-803E-836E17F2DD38
209,2560414594,Станции велопроката теперь рядом с домом,2019-07-24T23:18:06Z,Ride,8350.8,2539,2743,89.3,"[55.637362, 37.695826]",9F695702-7986-4FB9-8E44-F418369DF42F
210,2550933201,Коломна - Ступино,2019-07-21T08:55:05Z,Ride,82764.0,19142,28006,568.4,"[54.883361, 38.199709]",CD4786CA-A7C5-4FE8-8BE7-C5AD37B69456
211,2435936718,Жаворонки - Подольск,2019-06-09T09:15:11Z,Ride,56379.6,11516,19701,460.7,"[55.431864, 37.565758]",6660FDDA-E30E-4946-A40F-98C74FD25F72
212,2428525531,Дневной велозаезд,2019-06-06T17:59:14Z,Ride,13977.4,2624,3064,154.4,"[55.760226, 37.630878]",4C36EA6F-B695-4F77-83EB-584528905934
213,2407419327,Ночной велозаезд,2019-05-29T21:28:19Z,Ride,17858.9,3898,7859,153.4,"[55.636485, 37.697427]",E2EEB4D0-EDFA-461C-9C00-DDB63FA07E70
214,2385250960,Дневной велозаезд,2019-05-21T16:39:01Z,Ride,15514.1,3057,3096,171.8,"[55.761629, 37.633163]",89424E11-FA2C-4B59-BA93-FAAEBE29490B
215,2383104465,Дневной велозаезд,2019-05-20T16:54:21Z,Ride,22890.1,5992,11655,211.7,"[55.745686, 37.626532]",92AA4B7E-495A-41A6-868D-15BF7767E6F0
216,2377584128,Дневной велозаезд,2019-05-18T16:25:47Z,Ride,14685.4,4598,7277,156.4,"[55.742503, 37.629444]",9BA43189-9290-44C7-89D3-08C81765F79C
217,2350089952,Ночной велозаезд,2019-05-07T23:12:07Z,Ride,15868.3,3110,4653,145.2,"[55.640721, 37.691633]",793D9E3A-CED4-4AED-9481-691EB8EC1807
218,2346650512,Дневной велозаезд,2019-05-06T17:33:11Z,Ride,13466.6,2937,3410,145.1,"[55.76149, 37.62732]",AEB357C3-0CFD-443F-807B-FA27BBB464F0
219,2328507124,Вечерний велозаезд,2019-04-29T18:01:35Z,Ride,17926.9,4746,8737,161.0,"[55.747006, 37.626065]",712E0C08-19E9-4C6E-A2C9-5AE906E99F81
220,2324560968,Долгопрудный - Химки - Коптево,2019-04-28T09:50:44Z,Ride,20901.0,5491,6676,157.7,"[55.839476, 37.522998]",9F433D2B-4AE3-492B-97C9-A862615F1EC4
221,2320605768,Дневной велозаезд,2019-04-26T17:19:13Z,Ride,16006.8,3994,6363,116.1,"[55.744146, 37.618999]",5B44CB95-6B11-4AF7-8980-600C958BE1F8
222,2318833250,Вечерний велозаезд,2019-04-25T20:35:02Z,Ride,18131.0,4727,7529,165.9,"[55.63748, 37.697881]",FD2F4FB3-02FF-497F-8BCF-C984DAC27140
223,2315914465,Вечерний велозаезд,2019-04-24T20:09:16Z,Ride,8118.6,1689,1813,55.8,"[55.742136, 37.628637]",49776895-E666-43EE-B438-02498555C1B1
224,2313813785,Ночной велозаезд,2019-04-23T21:49:29Z,Ride,15367.2,3545,7322,151.6,"[55.637879, 37.70056]",117DE00C-76FE-4D80-8498-A01E01EC5140
225,2312041631,Дневной велозаезд,2019-04-22T17:08:19Z,Ride,12146.7,3175,3872,123.1,"[55.762362, 37.634201]",E89B9D93-E390-4619-8F9C-2242FF742A8B
226,2008513705,Дневной велозаезд,2018-12-09T15:27:24Z,Ride,16814.0,5411,8044,99.5,"[55.88648, 37.469942]",619698AC-084C-4470-9ADB-9D7FB1130DC9
227,1985428407,Утренний велозаезд,2018-11-26T08:06:20Z,Ride,8522.8,1876,5213,107.7,"[55.636331, 37.697309]",DC0DFDE1-6E5D-40A8-9F5C-52E9D346ED59
228,1972691971,Ночной велозаезд,2018-11-18T22:09:30Z,Ride,8216.4,2360,4492,88.3,"[55.637596, 37.700037]",984FB208-5DA0-442A-AE75-55B1E2F9EAE8
229,1932497493,Дневной велозаезд,2018-10-28T17:04:37Z,Ride,15631.9,4083,5221,139.9,"[55.745466, 37.62682]",1AA532DB-1E4E-4839-870A-803AEC04B92D
230,1928314970,Дневной велозаезд,2018-10-26T16:09:15Z,Ride,7770.3,2112,2315,122.6,"[55.761123, 37.614803]",5FF6555D-71BF-41C6-A58C-4ADD693D995C
231,1923494526,Ночной велозаезд,2018-10-23T23:38:28Z,Ride,6486.1,1697,2726,77.5,"[55.636398, 37.697267]",8046E6EE-35E8-4FFB-9E48-C9B7E4AB64AB
232,1914304643,Дневной велозаезд,2018-10-19T15:40:21Z,Ride,16520.9,3937,5023,228.3,"[55.7023, 37.529799]",C44B36A6-499C-444D-BAE6-E22A749BD845
233,1908488365,Вечерний велозаезд,2018-10-16T18:08:20Z,Ride,5275.7,1701,3659,38.8,"[55.747779, 37.625729]",7FF1430A-220B-43A4-A79D-24E83C79F33D
234,1907022483,Ночной велозаезд,2018-10-15T21:02:07Z,Ride,25298.2,5153,7848,139.1,"[55.640123, 37.687838]",5B8783E0-910D-4DE0-BED6-93AB5899C456
235,1879957376,На синем самокате по Москве :),2018-10-02T20:46:58Z,EBikeRide,5227.7,1069,1125,58.4,"[55.745579, 37.626838]",A3AB9435-7CB6-4C63-81A9-61CEE460BEA8
236,1851089558,Ночной велозаезд,2018-09-18T22:39:48Z,Ride,15205.2,3822,17206,131.6,"[55.636763, 37.697613]",ED0C69E5-4EB9-45CE-9B03-578CAE819327
237,1846571755,Ночной велозаезд,2018-09-16T21:50:43Z,Ride,11543.8,2919,4909,105.0,"[55.636739, 37.697879]",BAB4A004-C2C1-43BA-BAAD-57D9F0687081
238,1841070058,Дневной велозаезд,2018-09-14T17:00:11Z,Ride,21053.7,4028,6014,94.1,"[55.746871, 37.625676]",88132A17-7D96-434B-A84D-9FCA3CED0BEE
239,1830432239,Бородино 2018. Уваровка - Шевардино - Семеновское - Можайск,2018-09-09T10:50:05Z,Ride,48301.6,13203,26247,351.8,"[55.49445, 36.031807]",F290402A-0CF9-4B38-AF0B-4798B2FBB83A
240,1829002267,Утренний велозаезд,2018-09-09T06:28:44Z,Ride,12160.7,2386,3018,73.4,"[55.698782, 37.649083]",B94691BB-81A1-43B9-B2EC-B2486D34DAA2
241,1821479370,Дневной велозаезд,2018-09-05T17:29:05Z,Ride,37665.8,5955,9855,291.5,"[55.639675, 37.694326]",9B960567-1D37-47BC-9016-1FB90E1F851B
242,1819306362,На велопрокате до Орехово,2018-09-04T20:06:23Z,Ride,13018.8,3374,3889,111.2,"[55.614224, 37.694408]",A9CFDDDF-1E5D-4837-AD8E-654148713BDA
243,1814637230,Тверь - Конаково (шоссе и грейдер),2018-09-02T08:41:56Z,Ride,100454.0,19777,34181,609.0,"[56.70651, 36.792409]",3299C308-A349-4060-A5DC-EB4F0E354414
244,1802901472,Рязань - Рыбное,2018-08-28T10:41:36Z,Ride,84492.2,15215,20558,447.1,"[54.731067, 39.504151]",A8F736F4-3A1A-4E50-85C8-6008E21A9DB1
245,1801160988,Подольск  - Мск,2018-08-27T17:36:38Z,Ride,40120.1,7199,8321,286.8,"[55.638011, 37.700904]",23E909B5-23E6-46A7-AC49-4055F0935D7A
246,1790545400,Вечерний велозаезд,2018-08-22T19:12:05Z,Ride,14968.7,3064,10557,148.3,"[55.636092, 37.699094]",9128C673-CB01-4630-A2DC-C65B8A717255
247,1786340751,Ночной велозаезд,2018-08-19T23:22:48Z,Ride,17620.7,3393,5584,168.6,"[55.641207, 37.692205]",0E80497B-1BFD-479A-864F-9BFB28AE383B
248,1777070840,Ночной велозаезд,2018-08-16T21:25:38Z,Ride,13571.1,3096,8663,114.0,"[55.637712, 37.696057]",D4D1FAFA-04C6-4289-8ED6-0224752A790D
249,1776077103,Окрестности DME,2018-08-16T11:53:01Z,Ride,65108.8,11319,14563,496.8,"[55.637665, 37.698704]",9DC24FB1-B2B0-4258-8A74-E445BD0A49B2
250,1774672366,До DME и дождь,2018-08-15T17:53:35Z,Ride,40450.9,6352,12122,290.2,"[55.250218, 37.856701]",A3D699F1-84A3-4F65-955B-8F8AD56D29A8
251,1770317184,Мск,2018-08-13T17:43:03Z,Ride,43496.1,8409,30101,379.7,"[55.637589, 37.698126]",5F2D3F9A-EA18-4ED1-B863-AC7D31C30038
252,1751157935,Дубна - Конаково (солнце с дождем),2018-08-05T10:44:33Z,Ride,37425.7,8006,13905,266.2,"[56.716602, 36.788674]",5088876D-B893-495C-81D2-24040E4A4A0B
253,1746964989,Шаховская - Ярополец - Волоколамск - Дубосеково - Чисмена - Новопетровское - Курсаковская,2018-08-03T09:34:41Z,Ride,100516.0,17267,26351,681.4,"[55.95627, 36.588173]",31192E12-06E3-4AED-9CA5-FA97683C7D0B
254,1745797410,Ночной велозаезд,2018-08-02T21:45:31Z,Ride,18697.0,3743,11588,190.9,"[55.634474, 37.699201]",DC0FA3C3-44BD-4C16-AC16-16D8B8982401
255,1745296771,Дневной велозаезд,2018-08-01T16:23:28Z,Ride,14432.8,3279,3937,142.1,"[55.742872, 37.631492]",ABA3C848-D847-41A2-A207-07298F4BC2D4
256,1724966141,Вечерний велозаезд,2018-07-24T19:49:22Z,Ride,8740.4,2284,2762,41.0,"[55.740849, 37.627431]",5CC102D4-114D-4D52-ACC4-4EBEDB888E50
257,1723259825,По Москве до Химок и обратно,2018-07-23T19:22:42Z,Ride,75103.5,13683,19558,558.6,"[55.637912, 37.698061]",1BFDB776-21B9-437E-A884-27750ED680E4
258,1721324634,До вегаса,2018-07-22T22:20:16Z,Ride,13919.4,2713,10639,139.4,"[55.636144, 37.697196]",D14B3CB2-5A01-4409-BE59-89836F2C024B
259,1721036105,Вечерний велозаезд,2018-07-17T18:42:46Z,Ride,10589.7,2796,3305,38.1,"[55.757896, 37.589347]",FFD72FAC-3F88-461E-9433-CBCA3080E07E
260,1708679159,Вечерний велозаезд,2018-07-16T19:23:58Z,Ride,11381.2,2844,4044,105.7,"[55.742453, 37.629319]",399EFD3A-0545-4C23-8782-CBB6D400A2CC
261,1700570835,До Арбата и обратно,2018-07-13T21:22:05Z,Ride,17669.7,3198,14735,100.3,"[55.64057, 37.691907]",38694646-C492-4A7B-89A4-83E921C539E4
262,1695743581,Вечерний велозаезд,2018-07-11T18:31:21Z,Ride,5436.2,1785,2303,63.6,"[55.705786, 37.55376]",4AFB0364-8C1F-425F-A733-183B8123BBDE
263,1693774569,По Москве,2018-07-10T19:00:59Z,Ride,12559.9,3779,5333,102.2,"[55.747636, 37.62547]",9DCD69E4-F17C-4C43-B26D-BA9C1BAF3F35
264,1690046878,До вегаса,2018-07-08T21:00:52Z,Ride,7107.3,1665,3454,74.6,"[55.58818, 37.724011]",F00F4124-EF87-4A43-8EF1-FDAD26BFD174
265,1686982019,Тарусская - Поленово - Ока - Серпухов,2018-07-07T13:11:22Z,Ride,61089.5,12945,22079,597.3,"[54.936099, 37.45186]",B0BEBF56-8E37-4CC9-ACA0-04D702B3017C
266,1684864957,По москве,2018-07-06T17:59:11Z,Ride,17526.5,4511,6893,166.9,"[55.742605, 37.629476]",B9FE28C3-2D67-4C6D-B127-915284FFD3E6
267,1682995901,по москве,2018-07-05T19:22:06Z,Ride,13669.4,3489,5879,124.6,"[55.740875, 37.625591]",489B9740-3B0D-48C0-9C1C-D94E3F58A29B
268,1674710065,До Одинцово 55 км,2018-07-01T19:06:23Z,Ride,12793.2,3612,7481,112.3,"[55.710494, 37.621529]",27A1C17B-2D13-4762-B9F7-015DB4603DCA
269,1669998432,До Пятнмцкой,2018-06-29T14:53:54Z,Ride,13502.1,3335,18227,90.4,"[55.744141, 37.617012]",BE7BFDCF-4F53-498E-BBBE-30811DAF3B3C
270,1661476379,До Пятницкой,2018-06-25T19:06:20Z,Ride,5517.1,1599,2121,73.6,"[55.744775, 37.627216]",A3C73077-D985-44A5-BAEB-B54D22DDE284
271,1660113042,Вечерком по Москве,2018-06-24T19:34:44Z,Ride,30649.9,6832,12877,263.7,"[55.636225, 37.697234]",BBC09927-5693-4A5B-B5B9-9213BB9B75DE
272,1655373910,До Кремля и обратно,2018-06-22T20:20:01Z,Ride,33295.2,7269,8675,239.8,"[55.641212, 37.692489]",5A2DFDAD-F447-4016-A39E-A13655360B3D
273,1653451624,Вечером по Москве до Гума,2018-06-21T19:25:22Z,Ride,14338.5,5519,8272,122.9,"[55.729969, 37.611773]",E37E2C79-14FF-4534-8B1B-7BE040D2DD54
274,1648706111,Вечерний велозаезд,2018-06-19T18:56:50Z,Ride,10937.8,3022,3275,103.4,"[55.637051, 37.697737]",ACBFD782-D78E-4D33-A8CF-DC8F339E76F5
275,1648540313,Вечерний велозаезд,2018-06-19T18:20:27Z,Ride,1367.0,385,446,4.4,"[55.698564, 37.684917]",62A12472-0F8F-42BE-B15C-C35C0453AB74
276,1648518104,"Вокруг Москвы реки Коломенское, Сабурово, Нагатинской затон",2018-06-19T14:41:47Z,Ride,35841.2,10661,12972,251.0,"[55.701224, 37.701739]",B2B14317-0769-4F61-9931-F72924015D4F
277,1642838038,Самокат,2018-06-16T21:46:36Z,Ride,5395.6,789,2852,66.8,"[55.766518, 37.60676]",9FB53F28-8901-49D5-9A38-94B0A8E6C1BE
278,1642568239,Вечерний велозаезд,2018-06-16T18:58:56Z,Ride,6828.2,3448,4879,62.3,"[55.745604, 37.626527]",C5D20EFB-4FC4-4FBA-80E5-711D56F2A9F8
279,1642285569,Вечерний велозаезд,2018-06-14T19:05:18Z,Ride,7430.8,1986,170346,64.2,"[55.747659, 37.625536]",7B1E6F7B-2C88-4A83-91A5-FCA471DE8D92
280,1636906501,Сабурово- Орехово- Каширская и обратно,2018-06-13T23:04:20Z,Ride,18225.1,4212,5791,177.5,"[55.637451, 37.698133]",267347F7-7293-4F2A-8FE0-531E9DFE878F
281,1636439484,Мгу- Киевская - Пятницкая,2018-06-13T17:17:44Z,Ride,17198.6,4883,8736,129.2,"[55.742585, 37.629522]",83A8D476-A700-43C8-B127-58937370B7F1
282,1629672600,Тверь-Мигалово-Домотканово-Чуприяново,2018-06-10T09:09:22Z,Ride,52556.6,13124,25856,425.8,"[56.757005, 36.037809]",16A0A2A8-B03B-472C-BBE0-9CF323037650
283,1623294147,Самокат,2018-06-07T18:28:59Z,Ride,6544.8,1907,2947,64.6,"[55.745697, 37.626482]",0E7F224A-40E9-4385-A753-48CC1EC71D27
284,1623204520,Вечерний велозаезд,2018-06-06T19:37:50Z,Ride,983.9,256,83819,8.5,"[55.734303, 37.618946]",E4829FA0-C4BC-4DA0-B0FB-BAA08F83C295
285,1604300887,Через Лосиный остров до Белокаменной,2018-05-29T19:01:08Z,Ride,6348.5,1469,10644,15.7,"[55.829057, 37.703302]",AE23CA46-57F5-4AA4-B293-A047789FC4FB
286,1604301021,Утренний велозаезд,2018-05-08T10:08:37Z,Ride,9210.5,3732,29532,94.3,"[56.699724, 36.727244]",33AE8D78-2DF8-46E5-BA36-B6E8549BBB4B
287,1544976158,Дневной велозаезд,2018-05-02T12:20:35Z,Ride,10159.9,3415,4086,34.7,"[55.478378, 37.800757]",2EAD5F34-F762-4628-BA51-513D9EDF84ED
288,1202610221,Вельяминово - Чехов,2017-09-26T10:52:42Z,Ride,65022.7,18507,25364,436.0,"[55.182915, 37.486736]",C7BB4E4B-D0A2-4AF7-8AAE-BABC323EE41D
289,1199618385,Дневной велозаезд,2017-09-24T15:04:27Z,Ride,22654.2,7497,10605,207.8,"[55.537186, 37.569869]",D945546F-FDF5-4716-B033-D83C4287A1ED
290,1197883696,Дневной велозаезд,2017-09-23T17:22:37Z,Ride,38233.1,6101,7742,262.4,"[55.871302, 37.57073]",578C8A2D-8F81-4FC5-932D-C69395DBEEC7
291,1164565163,Кимры - Конаково,2017-09-02T09:37:46Z,Ride,42630.5,9259,30413,219.8,"[56.70472, 36.748764]",C587A72C-ADAE-411E-8AC3-237CACFE0CC5
292,1091460769,Чисмена - Теряево - Завидово - Решетниково июль 17,2017-07-19T11:57:38Z,Ride,95411.4,20200,26615,405.3,"[56.346359, 36.700194]",F73D665E-D7B0-4503-8FAB-CB68DD9BD44A
293,1078710479,Александров - Сергиев Посад,2017-07-11T11:36:59Z,Ride,158602.0,24707,36520,1205.4,"[55.640028, 37.689872]",29F5B241-3A96-4BC0-A993-EC26E981D892
294,1050583913,В окрестностях DME,2017-06-23T13:32:21Z,Ride,69014.3,15122,25515,599.6,"[55.271154, 37.8956]",C10C667A-B74A-4B28-BCEA-CEA2D58CD09E
295,1039861063,Ночной велозаезд,2017-06-16T21:37:24Z,Ride,16464.1,4193,9287,166.9,"[55.636573, 37.697455]",388F04CA-0140-487F-AF73-7840EAB41FB9
296,1033405903,Дневной велозаезд,2017-06-12T17:44:17Z,Ride,30695.3,7831,10993,303.7,"[55.637547, 37.6977]",46CA0630-CE46-481A-A277-E5A3ACB98480
